sentence,label
"even worse , in the wake of federal trade commission hearings that blasted the industry for marketing violent and sexual movies to young people , the studio got a case of the heebie-jeebies and forced director john stockwell to re-shoot scenes and cut footage to "" tone things down . """,0
"crazy/beautiful "" is quality fare , good enough that i half-expected the summer movie crap police to walk into the press screening and confiscate the print for "" failure to incorporate explosions and poop jokes . """,1
"compare that scene , if you will , to the last eighty minutes of "" titanic , "" when the behemoth sinks slowly and spectacularly to its watery demise , and you'll appreciate the futility of comparing greatness in films .",0
"stephens , who "" doesn't believe in accidents , "" functions as a concerned , involved observer , scribbling details in his notebook and providing the parents with an opportunity to reach some kind of closure in the harrowing aftermath .",1
"equally impressive is paul sarossy's cinematography , capturing the imposing canadian mountainsides and low-hanging fogs as splendidly as his shadowy interiors--in one scene a bright wall calendar serves to illuminate portions of a room . """,2
it's a testament to both men that they're able to invigorate what has become a hackneyed storyline ( kids harassed by evil guardians ) by sticking to the old maxim that we're more scared by what we don't see .,1
"screenwriter and legendary film critic james agee does a beautiful job giving shape and substance to an array of supporting characters : the drunk birdie ( james gleason ) who's haunted by his wife , and the spoons ( evelyn varden and walt spoon ) whose marriage has become a verbal vaudeville act .",2
"director : tom holland writers : don mancini , john lafia , and tom holland starring : catherine hicks , alex vincent , chris surrandon , brad douriff , dinah manoff , tommy swerdlow , jack colvin , neil guintoli we all know the fate of "" child's play , "" which is the same for almost any film these days that does marginally well financially : sequel hell .",2
"with the newest installment in the quasi-popular series currently out ( that would be "" bride of chucky "" - and it grossed 11 million in its opening weekend , which i think is the sign of the apocalypse number five ) , it's kinda fun to go back and see how it all began rougly ten years ago with the original , a task which is a retread for some , and for others ( namely myself ) a chance to see what all the fuss was about .",2
"even seeing it in the tiny , claustrophobic , and mechanically-challenged theatre at my college wasn't the horribly dull experience i thought it would be , not just because of the nicely rowdy crowd ( which you almost need to watch a film like this - and if you don't believe me , try and watch this flick by yourself one day ) , but because as a whole , this isn't a bad movie .",2
"it's not great , but it does have two things that many horror films like this one don't have : 1 ) a rather nifty premise , and 2 ) a sense of humor , both which save this from horror hell , which is precisely where , say , "" i know what you did last summer "" has recently gone .",1
"huey lewis expressly requested that his song , featured in a rather large set piece in the film ( much akin to the use of "" stuck in the middle with you "" in reservoir dogs ) , not be included on any soundtrack release .",1
